review,sentiment
The quality is average but overall I am very satisfied with this phone.,Positive
This laptop has not worth the price.,Negative
The battery is good but could be better.,Neutral
This laptop has fantastic performance.,Positive
This camera offers decent value for money.,Negative
This phone has amazing product.,Positive
This smartwatch has excellent quality.,Positive
This speaker offers decent value for money.,Neutral
This phone has waste of money.,Negative
This keyboard has superb build quality.,Negative
This printer has outstanding experience.,Positive
This headphones has excellent quality.,Positive
The product performs reasonably well.,Neutral
I have mixed feelings about this product.,Neutral
This speaker has bad battery life.,Negative
This speaker has worst purchase ever.,Negative
This keyboard has works perfectly.,Positive
This laptop has outstanding experience.,Positive
This camera has extremely dissatisfied.,Negative
This laptop has stopped working.,Negative
The design is average but overall I am very satisfied with this headphones.,Positive
This smartwatch has worst purchase ever.,Negative
This keyboard has worst purchase ever.,Negative
This tablet has great battery life.,Positive
The service is average but overall I am very satisfied with this headphones.,Positive
This tablet has fantastic performance.,Positive
This phone has bad battery life.,Negative
This speaker has great battery life.,Positive
This headphones has poor quality.,Negative
This keyboard has worst purchase ever.,Negative
I have mixed feelings about this product.,Neutral
This smartwatch has worst purchase ever.,Negative
This camera has worst purchase ever.,Negative
The design is average but overall I am very satisfied with this keyboard.,Positive
This monitor has stopped working.,Negative
The service looks good but the overall experience was terrible.,Negative
The product performs reasonably well.,Neutral
The quality looks good but the overall experience was terrible.,Negative
This phone has poor quality.,Negative
This monitor has works perfectly.,Positive
The price is good but could be better.,Neutral
This smartwatch has extremely dissatisfied.,Negative
This printer has very satisfied.,Positive
This smartwatch has bad battery life.,Negative
This headphones has works perfectly.,Positive
The design looks good but the overall experience was terrible.,Negative
This monitor has amazing product.,Neutral
The delivery is average but overall I am very satisfied with this laptop.,Negative
This camera has not worth the price.,Negative
This printer has worth every penny.,Positive
This monitor has stopped working.,Negative
The quality is acceptable for the price.,Neutral
The service is good but could be better.,Neutral
The screen is average but overall I am very satisfied with this printer.,Positive
This camera has fantastic performance.,Positive
This laptop has bad battery life.,Negative
This smartwatch has very disappointed.,Negative
This printer has excellent quality.,Positive
This headphones has superb build quality.,Positive
I have mixed feelings about this product.,Neutral
The battery is average but overall I am very satisfied with this camera.,Positive
The delivery looks good but the overall experience was terrible.,Negative
This monitor has not worth the price.,Negative
The keyboard is okay and works as expected.,Neutral
The screen is good but could be better.,Neutral
I have mixed feelings about this product.,Neutral
The quality is acceptable for the price.,Neutral
This laptop has fantastic performance.,Positive
This printer has worst purchase ever.,Negative
